_Language,English,Simplified Chinese,,Language name - in English
GMStdIfVar_Story_8,If ${var} is not less than or equal to ${value} on ${applyto},如果 ${applyto} 的变量 ${var} 不小于等于 ${value}  ,,GML Visual story text
GMStdIfVar_Story_9,If ${var} is not greater than or equal to ${value},如果变量 ${var} 不大于等于 ${value} ,,GML Visual story text
GMStdIfVar_Story_10,If ${var} is not greater than or equal to ${value} on ${applyto},如果 ${applyto} 的变量 ${var} 不大于等于 ${value}  ,,GML Visual story text
GMStdIfVar_Story_11,If ${var} is equal to ${value},如果变量 ${var} 等于 ${value} ,,GML Visual story text
GMStdIfVar_Story_12,If ${var} is equal to ${value} on ${applyto},如果 ${applyto} 的变量 ${var} 等于 ${value}  ,,GML Visual story text
GMStdIfVar_Story_13,If ${var} is less than ${value},如果变量 ${var} 小于 ${value} ,,GML Visual story text
GMStdIfVar_Story_14,If ${var} is less than ${value} on ${applyto},如果变量 ${var} 在 ${applyto} 上小于 ${value} ,,GML Visual story text
GMStdIfVar_Story_15,If ${var} is greater than ${value},如果变量 ${var} 大于 ${value} ,,GML Visual story text
GMStdIfVar_Story_16,If ${var} is greater than ${value} on ${applyto},如果 ${applyto} 的变量 ${var} 大于 ${value}  ,,GML Visual story text
GMStdIfVar_Story_17,If ${var} is less than or equal to ${value},如果变量 ${var} 小于或等于 ${value} ,,GML Visual story text
GMStdIfVar_Story_18,If ${var} is less than or equal to ${value} on ${applyto},如果 ${applyto} 的变量 ${var} 小于等于 ${value}  ,,GML Visual story text
GMStdIfVar_Story_19,If ${var} is greater than or equal to ${value},如果变量 ${var} 大于或等于 ${value} ,,GML Visual story text
GMStdIfVar_Story_20,If ${var} is greater than or equal to ${value} on ${applyto},如果 ${applyto} 的变量 ${var} 大于等于 ${value}  ,,GML Visual story text
GMStdIfExpr_Story_1,If ${expr} is true${show_input_count},如果 ${expr} 为真${show_input_count} ,,GML Visual story text
GMStdIfExpr_Story_2,If ${expr} is true on ${applyto}${show_input_count},如果 ${applyto}${show_input_count} 上的 ${expr} 为true,,GML Visual story text
GMStdIfExpr_Story_3,If ${expr} is false${show_input_count},如果 ${expr} 为FALSE${show_input_count} ,,GML Visual story text
GMStdIfExpr_Story_4,If ${expr} is false on ${applyto}${show_input_count},如果 ${applyto}${show_input_count} 上的 ${expr} 为false,,GML Visual story text
GMStdIfUndef_Story_1,If ${var} is undefined${show_input_count},如果 ${var} 未定义${show_input_count} ,,GML Visual story text
GMStdIfUndef_Story_2,If ${var} is undefined on ${applyto}${show_input_count},如果 ${applyto}${show_input_count} 上的 ${var} 未定义,,GML Visual story text
GMStdIfUndef_Story_3,If ${var} is not undefined${show_input_count},如果 ${var} 不是未定义的 ${show_input_count} ,,GML Visual story text
GMStdIfUndef_Story_4,If ${var} is not undefined on ${applyto}${show_input_count},如果 ${applyto}${show_input_count} 上的 ${var} 未定义,,GML Visual story text
GMStdElse_Story,Else,否则,,GML Visual story text
GMStdExCode_Story_1,Execute code,执行代码,,GML Visual story text
GMStdExCode_Story_2,Execute code on ${applyto},在 ${applyto} 上执行代码,,GML Visual story text
GMStdExCode_Story_3,${overridden_name},${overridden_name},,GML Visual story text
GMStdExCode_Story_4,${overridden_name} on ${applyto},${applyto} 上的 ${overriden_name},,GML Visual story text
GMStdExScript_Story_1,Execute ${script},执行 ${script} ,,GML Visual story text
GMStdExScript_Story_2,Execute ${script} on ${applyto},在 ${applyto} 上执行 ${script} ,,GML Visual story text
GMStdExScript_Story_3,Execute ${script} with 1 argument,使用1个参数执行 ${script} ,,GML Visual story text
GMStdExScript_Story_4,Execute ${script} with 1 argument on ${applyto},在 ${applyto} 上使用1个参数执行 ${script} ,,GML Visual story text
GMStdExScript_Story_5,Execute ${script} with ${input_count} arguments,使用 ${input_count} 个参数执行 ${script} ,,GML Visual story text
GMStdExScript_Story_6,Execute ${script} with ${input_count} arguments on ${applyto},在 ${applyto} 上使用 ${input_count} 参数执行 ${script} ,,GML Visual story text
GMStdExScript_Story_7,Execute and set ${var} to return value of ${script},执行脚本 ${script} 并设置变量 ${var} 为返回值  ,,GML Visual story text
GMStdExScript_Story_8,Execute and set ${var} to return value of ${script} on ${applyto},在${applyto} 上执行脚本 ${script} 并设置变量 ${var} 为返回值  ,,GML Visual story text
GMStdExScript_Story_9,Execute and set ${var} to return value of ${script} with 1 argument,使用1个参数执行脚本 ${script}并设置变量 ${var} 为返回值 ,,GML Visual story text
GMStdExScript_Story_10,Execute and set ${var} to return value of ${script} with 1 argument on ${applyto},在 ${applyto} 上使用1个参数执行脚本 ${script} 并设置变量 ${var} 为返回值,,GML Visual story text
GMStdExScript_Story_11,Execute and set ${var} to return value of ${script} with ${input_count} arguments,使用${input_count}个参数执行脚本 ${script} 并设置变量 ${var} 为返回值,,GML Visual story text
GMStdExScript_Story_12,Execute and set ${var} to return value of ${script} with ${input_count} arguments on ${applyto},在 ${applyto} 上使用${input_count}个参数执行脚本 ${script} 并设置变量 ${var} 为返回值,,GML Visual story text
GMStdExScript_Story_13,Execute and set temp ${var} to return value of ${script},执行脚本 ${script} 并设置临时变量 ${var} 为返回值,,GML Visual story text
GMStdExScript_Story_14,Execute and set temp ${var} to return value of ${script} on ${applyto},在 ${applyto} 上执行脚本 ${script} 并设置临时变量 ${var} 为返回值,,GML Visual story text
GMStdExScript_Story_15,Execute and set temp ${var} to return value of ${script} with 1 argument,使用1个参数执行脚本 ${script} 并设置临时变量 ${var} 为返回值,,GML Visual story text
GMStdExScript_Story_16,Execute and set temp ${var} to return value of ${script} with 1 argument on ${applyto},在 ${applyto} 上使用1个参数执行脚本 ${script} 并设置临时变量 ${var} 为返回值,,GML Visual story text
GMStdExScript_Story_17,Execute and set temp ${var} to return value of ${script} with ${input_count} arguments,使用${input_count}个参数执行脚本 ${script} 并设置临时变量 ${var} 为返回值,,GML Visual story text
GMStdExScript_Story_18,Execute and set temp ${var} to return value of ${script} with ${input_count} arguments on ${applyto},在 ${applyto} 上使用${input_count}个参数执行脚本 ${script} 并设置临时变量 ${var} 为返回值,,GML Visual story text
GMStdCallFunction_Story_1,Call ${function},调用函数 ${function} ,,GML Visual story text
GMStdCallFunction_Story_2,Call ${function} on ${applyto},在 ${applyto} 上调用函数 ${function} ,,GML Visual story text
GMStdCallFunction_Story_3,Call ${function} with 1 argument,使用1个参数调用函数 ${function} ,,GML Visual story text
GMStdCallFunction_Story_4,Call ${function} with 1 argument on ${applyto},在 ${applyto} 上使用1个参数调用函数 ${function} ,,GML Visual story text
GMStdCallFunction_Story_5,Call ${function} with ${input_count} arguments,使用${input_count}个参数调用函数 ${function} ,,GML Visual story text
GMStdCallFunction_Story_6,Call ${function} with ${input_count} arguments on ${applyto},在 ${applyto} 上使用${input_count}个参数调用函数 ${function} ,,GML Visual story text
GMStdCallFunction_Story_7,Set ${var} to return value of ${function},设置变量 ${var} 为函数 ${function} 的返回值,,GML Visual story text
GMStdCallFunction_Story_8,Set ${var} to return value of ${function} on ${applyto},在 ${applyto} 上设置变量 ${var} 为函数 ${function} 的返回值,,GML Visual story text
GMStdCallFunction_Story_9,Set ${var} to return value of ${function} with 1 argument,设置变量 ${var} 为使用1个参数的函数 ${function} 的返回值,,GML Visual story text
GMStdCallFunction_Story_10,Set ${var} to return value of ${function} with 1 argument on ${applyto},在 ${applyto} 上设置变量 ${var} 为使用1个参数的函数 ${function} 的返回值,,GML Visual story text
GMStdCallFunction_Story_11,Set ${var} to return value of ${function} with ${input_count} arguments,将 ${var} 设置为使用 ${input_count} 个参数返回值 ${function} ,,GML Visual story text
GMStdCallFunction_Story_12,Set ${var} to return value of ${function} with ${input_count} arguments on ${applyto},设置 ${var} 以使用 ${applyto} 上的 ${input_count} 参数返回值 ${function} ,,GML Visual story text
GMStdCallFunction_Story_13,Set temp ${var} to return value of ${function},将临时 ${var} 设置为返回值 ${function} ,,GML Visual story text
GMStdCallFunction_Story_14,Set temp ${var} to return value of ${function} on ${applyto},将临时 ${var} 设置为 ${applyto} 上 ${function} 的返回值,,GML Visual story text
GMStdCallFunction_Story_15,Set temp ${var} to return value of ${function} with 1 argument,使用1个参数将临时 ${var} 设置为返回值 ${function} ,,GML Visual story text
GMStdCallFunction_Story_16,Set temp ${var} to return value of ${function} with 1 argument on ${applyto},将临时 ${var} 设置为在 ${applyto} 上使用1个参数返回值 ${function} ,,GML Visual story text
GMStdCallFunction_Story_17,Set temp ${var} to return value of ${function} with ${input_count} arguments,设置临时变量 ${var} 为使用${input_count}个参数的函数 ${function} 的返回值,,GML Visual story text
GMStdCallFunction_Story_18,Set temp ${var} to return value of ${function} with ${input_count} arguments on ${applyto},在 ${applyto} 上设置临时变量 ${var} 为使用${input_count}个参数的函数 ${function} 的返回值,,GML Visual story text
GMStdNew_Story_1,Set ${var} to new instance of ${function},将 ${var} 设置为 ${function} 的新实例,,GML Visual story text
GMStdNew_Story_2,Set ${var} to new instance of ${function} with 1 argument,使用 1 个参数将 ${var} 设置为 ${function} 的新实例,,GML Visual story text
GMStdNew_Story_3,Set ${var} to new instance of ${function} with ${input_count} arguments,使用 ${input_count} 个参数将 ${var} 设置为 ${function} 的新实例,,GML Visual story text
GMStdNew_Story_4,Set temp ${var} to new instance of ${function},将临时 ${var} 设置为 ${function} 的新实例,,GML Visual story text
GMStdNew_Story_5,Set temp ${var} to new instance of ${function} with 1 argument,使用 1 个参数将临时 ${var} 设置为 ${function} 的新实例,,GML Visual story text
GMStdNew_Story_6,Set temp ${var} to new instance of ${function} with ${input_count} arguments,使用 ${input_count} 参数将临时 ${var} 设置为 ${function} 的新实例,,GML Visual story text
GMStdRet_Story_1,Return ${value},返回 ${value} ,,GML Visual story text
GMStdRet_Story_2,Return ${value} on ${applyto},在 ${applyto} 上返回 ${value} ,,GML Visual story text
GMStdApplyTo_Story_1,Apply to ${applyto},应用于 ${applyto} ,,GML Visual story text
GMStdMacro_Story_1,Define macro ${macro} as ${value}${show_input_count},定义宏 ${macro} 为 ${value} ${show_input_count} ,,GML Visual story text
GMStdMacro_Story_2,Define macro ${macro} as ${value} on ${applyto}${show_input_count},在 ${applyto}${show_input_count} 上将宏 ${macro} 定义为 ${value} ,,GML Visual story text
GMStdExit_Story,Exit the current event,退出当前事件,,GML Visual story text
GMStdInstCreate_Story_1,Create ${objectid} at ${dnd_pos},在 ${dnd_pos} 创建 ${objectid} ,,GML Visual story text
GMStdInstCreate_Story_2,Create ${objectid} at ${dnd_pos} on ${applyto},在 ${applyto} 上的 ${dnd_pos} 创建 ${objectid} ,,GML Visual story text
GMStdInstCreate_Story_3,Create ${objectid} at ${dnd_pos} into ${var},在 ${dnd_pos} 将 ${objectid} 创建到 ${var} ,,GML Visual story text
GMStdInstCreate_Story_4,Create ${objectid} at ${dnd_pos} into ${var} on ${applyto},将位于 ${dnd_pos} 的 ${objectid} 创建到 ${applyto} 上的 ${var} 中,,GML Visual story text
GMStdInstCreate_Story_5,Create ${objectid} at ${dnd_pos} into temp ${var},在 ${dnd_pos} 将 ${objectid} 创建到临时 ${var} ,,GML Visual story text
GMStdInstCreate_Story_6,Create ${objectid} at ${dnd_pos} into temp ${var} on ${applyto},在 ${applyto} 上的临时 ${var} 中创建 ${objectid} ，位置为 ${dnd_pos} ,,GML Visual story text
GMStdInstDestroy_Story_1,Destroy this instance,销毁此实例,,GML Visual story text
GMStdInstDestroy_Story_2,Destroy ${applyto} on ${applyto},销毁 ${applyto} 上的 ${applyto} ,,GML Visual story text
GMStdDestroyAtPos_Story_1,Destroy instances at ${dnd_pos},销毁 ${dnd_pos} 处的实例,,GML Visual story text
GMStdDestroyAtPos_Story_2,Destroy instances at ${dnd_pos} on ${applyto},销毁 ${applyto} 上 ${dnd_pos} 处的实例,,GML Visual story text
GMStdInstChange_Story_1,Change into ${objind},更改为 ${objind} ,,GML Visual story text
GMStdInstChange_Story_2,Change ${applyto} into ${objind} on ${applyto},在 ${applyto} 上将 ${applyto} 更改为 ${objind} ,,GML Visual story text
GMStdSetAlarm_Story_1,Set alarm ${alarm} to ${steps}${show_input_count},将计时器 ${alarm} 设置为 ${step} ${show_input_count} ,,GML Visual story text
GMStdSetAlarm_Story_2,Set alarm ${alarm} to ${steps} on ${applyto}${show_input_count},在 ${applyto}${show_input_count} 上将计时器 ${alarm} 设置为 ${step} ,,GML Visual story text
GMStdSetAlarm_Story_3,Add ${steps} to alarm ${alarm}${show_input_count},将 ${steps} 添加到计时器 ${alarm} ${show_input_count} ,,GML Visual story text
GMStdSetAlarm_Story_4,Add ${steps} to alarm ${alarm} on ${applyto}${show_input_count},将 ${step} 添加到 ${applyto}${show_input_count} 上的计时器 ${alarm} ,,GML Visual story text
GMStdGetAlarm_Story_1,Get alarm ${alarm} into ${var},将计时器 ${alarm} 获取到 ${var} ,,GML Visual story text
GMStdGetAlarm_Story_2,Get alarm ${alarm} into ${var} on ${applyto},将计时器 ${alarm} 置于 ${applyto} 上的 ${var} 中,,GML Visual story text
GMStdGetAlarm_Story_3,Get alarm ${alarm} into temp ${var},将计时器 ${alarm} 放入临时 ${var} ,,GML Visual story text
GMStdGetAlarm_Story_4,Get alarm ${alarm} into temp ${var} on ${applyto},将计时器 ${alarm} 置于 ${applyto} 上的临时 ${var} 中,,GML Visual story text
GMStdInstCount_Story_1,Get ${object} count into ${var},对物体 ${object} 计数并存入变量 ${var} ,,GML Visual story text
GMStdInstCount_Story_2,Get ${object} count into ${var} on ${applyto},在 ${applyto} 上对物体 ${object} 计数并存入 ${var} ,,GML Visual story text
GMStdInstCount_Story_3,Get ${object} count into temp ${var},对物体 ${object} 计数并存入临时变量 ${var} ,,GML Visual story text
GMStdInstCount_Story_4,Get ${object} count into temp ${var} on ${applyto},在 ${applyto} 上对物体 ${object} 计数并存入临时变量 ${var} ,,GML Visual story text
GMStdCallUserEvent_Story_1,Call user event ${event}${show_input_count},调用用户事件 ${event} ${show_input_count} ,,GML Visual story text
GMStdCallUserEvent_Story_2,Call user event ${event} on ${applyto}${show_input_count},在 ${applyto}上调用用户事件 ${event} ${show_input_count} ,,GML Visual story text
GMStdSetInstanceVar_Story_1,Set instance variable ${dnd_set_inst_vars} to ${value}${show_input_count},设置实例变量 ${dnd_set_inst_vars} 为 ${value}${show_input_count} ,,GML Visual story text
GMStdSetInstanceVar_Story_2,Set instance variable ${dnd_set_inst_vars} to ${value} on ${applyto}${show_input_count},在 ${applyto}${show_input_count} 上设置实例变量 ${dnd_set_inst_vars} 为 ${value} ,,GML Visual story text
GMStdGetInstanceVar_Story_1,Get instance variable ${dnd_get_inst_vars} into ${target}${show_input_count},获取实例变量${dnd_get_inst_vars} 并存入变量 ${target}${show_input_count} ,,GML Visual story text
GMStdGetInstanceVar_Story_2,Get instance variable ${dnd_get_inst_vars} into ${target} on ${applyto}${show_input_count},将实例变量${dnd_get_inst_vars}获取到 ${applyto}${show_input_count} 上的 ${target} ,,GML Visual story text
GMStdGetInstanceVar_Story_3,Get instance variable ${dnd_get_inst_vars} into temp ${target}${show_input_count},将实例变量${dnd_get_inst_vars}获取到临时 ${target}${show_input_count} ,,GML Visual story text
GMStdGetInstanceVar_Story_4,Get instance variable ${dnd_get_inst_vars} into temp ${target} on ${applyto}${show_input_count},将实例变量${dnd_get_inst_vars}获取到 ${applyto}${show_input_count} 上的临时 ${target} 中,,GML Visual story text
GMStdSetSprite_Story_1,Set sprite to ${spriteind} at frame ${imageind},在帧 ${imageind} 中将精灵设置为 ${spriteind} ,,GML Visual story text
GMStdSetSprite_Story_2,Set sprite to ${spriteind} at frame ${imageind} on ${applyto},将 ${applyto} 上第 ${imageind} 帧的精灵设置为 ${spriteind} ,,GML Visual story text
GMStdRotSprite_Story_1,Set rotation to ${angle},将旋转设置为 ${angle} ,,GML Visual story text
GMStdRotSprite_Story_2,Set rotation to ${angle} on ${applyto},在 ${applyto} 上将旋转设置为 ${angle} ,,GML Visual story text
GMStdRotSprite_Story_3,Add ${angle} to rotation,令旋转角度增加 ${angle}°,,GML Visual story text
GMStdRotSprite_Story_4,Add ${angle} to rotation on ${applyto},令 ${applyto} 的旋转角度增加 ${angle}°,,GML Visual story text
GMStdSpriteAnimSpd_Story_1,Set animation speed to ${speed},设置动画速度为 ${speed} ,,GML Visual story text
GMStdSpriteAnimSpd_Story_2,Set animation speed to ${speed} on ${applyto},设置 ${applyto} 的动画速度为 ${speed} ,,GML Visual story text
GMStdSpriteAnimSpd_Story_3,Add ${speed} to animation speed,令动画速度增加${speed},,GML Visual story text
GMStdSpriteAnimSpd_Story_4,Add ${speed} to animation speed on ${applyto},令 ${applyto} 的动画速度增加 ${speed} ,,GML Visual story text
GMStdSpriteScale_Story_1,"Scale to ${xscale},${yscale}","缩放至${xScale}、${yscale}",,GML Visual story text
GMStdSpriteScale_Story_2,"Scale to ${xscale},image_yscale","缩放至${XScale}，image_yscale",,GML Visual story text
GMStdSpriteScale_Story_3,"Scale to ${xscale},image_yscale+${yscale}","缩放至${XScale}，image_yscale+${yscale}",,GML Visual story text
GMStdSpriteScale_Story_4,"Scale to image_xscale,${yscale}","缩放至image_xscale，${yscale}",,GML Visual story text
GMStdSpriteScale_Story_5,"Scale to image_xscale,image_yscale","缩放至image_xscale、image_yscale",,GML Visual story text
GMStdSpriteScale_Story_6,"Scale to image_xscale,image_yscale+${yscale}","缩放至image_xscale，image_yscale+${yscale}",,GML Visual story text
GMStdSpriteScale_Story_7,"Scale to image_xscale+${xscale},${yscale}","缩放至image_xScale+${xScale}，${yscale}",,GML Visual story text
GMStdSpriteScale_Story_8,"Scale to image_xscale+${xscale},image_yscale","缩放至image_xScale+${xScale}，image_yscale",,GML Visual story text
GMStdSpriteScale_Story_9,"Scale to image_xscale+${xscale},image_yscale+${yscale}","缩放至image_xscale+${xscale}、image_yscale+${yscale}",,GML Visual story text
GMStdSpriteScale_Story_10,"Scale ${applyto} to ${xscale},${yscale} on ${applyto}","将${applyto}上的${applyto}缩放到${XScale}、${yscale}",,GML Visual story text
GMStdSpriteScale_Story_11,"Scale ${applyto} to ${xscale},image_yscale on ${applyto}","将${applyto}缩放到${XScale}，${applyto}上的image_yscale",,GML Visual story text
GMStdSpriteScale_Story_12,"Scale ${applyto} to ${xscale},image_yscale+${yscale} on ${applyto}","将${applyto}缩放到${xScale}，${applyto}上的image_yscale+${yscale}",,GML Visual story text
GMStdSpriteScale_Story_13,"Scale ${applyto} to image_xscale,${yscale} on ${applyto}","将${applyto}缩放到${applyto}上的image_XScale，${yscale}",,GML Visual story text
GMStdSpriteScale_Story_14,"Scale ${applyto} to image_xscale,image_yscale on ${applyto}","将${applyto}缩放到${applyto}上的image_xscale、image_yscale",,GML Visual story text
GMStdSpriteScale_Story_15,"Scale ${applyto} to image_xscale,image_yscale+${yscale} on ${applyto}","将${applyto}缩放到${applyto}上的image_xscale、image_yscale+${yscale}",,GML Visual story text
GMStdSpriteScale_Story_16,"Scale ${applyto} to image_xscale+${xscale},${yscale} on ${applyto}","将${applyto}缩放到${applyto}上的image_XScale+${XScale}，${yscale}",,GML Visual story text
GMStdSpriteScale_Story_17,"Scale ${applyto} to image_xscale+${xscale},image_yscale on ${applyto}","将${applyto}缩放到${applyto}上的image_xscale+${xscale}、image_yscale",,GML Visual story text
GMStdSpriteScale_Story_18,"Scale ${applyto} to image_xscale+${xscale},image_yscale+${yscale} on ${applyto}","将${applyto}缩放到${applyto}上的image_xscale+${xscale}、image_yscale+${yscale}",,GML Visual story text
GMStdSpriteAlpha_Story_1,Set alpha to ${alpha},设置透明度为 ${alpha} ,,GML Visual story text
GMStdSpriteAlpha_Story_2,Set alpha to ${alpha} on ${applyto},设置 ${applyto} 的透明度为 ${alpha} ,,GML Visual story text
GMStdSpriteAlpha_Story_3,Add ${alpha} to alpha,令透明度增加 ${alpha} ,,GML Visual story text
GMStdSpriteAlpha_Story_4,Add ${alpha} to alpha on ${applyto},令 ${applyto} 的透明度将 ${alpha},,GML Visual story text
GMStdSpriteColor_Story_1,Set sprite blend colour to ${colour},设置精灵混合颜色为 ${color} ,,GML Visual story text
GMStdSpriteColor_Story_2,Set sprite blend colour to ${colour} on ${applyto},在 ${applyto} 上将精灵混合颜色设置为 ${color} ,,GML Visual story text
GMStdInstExists_Story_1,Check if ${obj} does not exist,检查物体 ${obj} 是否不存在,,GML Visual story text
GMStdInstExists_Story_2,Check if ${obj} does not exist on ${applyto},在 ${applyto} 上检查是否不存在物体 ${obj} ,,GML Visual story text
GMStdInstExists_Story_3,Check if ${obj} exists,检查物体 ${obj} 是否存在,,GML Visual story text
GMStdInstExists_Story_4,Check if ${obj} exists on ${applyto},在 ${applyto} 上检查是否存在物体 ${obj} ,,GML Visual story text
GMStdInheritEvent_Story_1,Call parent event,调用父事件,,GML Visual story text
GMStdInheritEvent_Story_2,Call parent event on ${applyto},在 ${applyto} 上调用父事件,,GML Visual story text
GMStdIfSequenceExists_Story_1,If sequence ${obj} exists,如果序列 ${obj} 存在,,GML Visual story text
GMStdIfSequenceExists_Story_2,If sequence ${obj} does not exists,如果序列 ${obj} 不存在,,GML Visual story text
GMStdSeqDestroy_Story_1,Destroy sequence ${var},销毁序列 ${var},,GML Visual story text
GMStdSeqPlay_Story_1,Play sequence ${var},播放序列 ${var},,GML Visual story text
GMStdSeqPause_Story_1,Pause sequence ${var},暂停序列 ${var},,GML Visual story text
GMStdSeqSetPos_Story_1,Set position of sequence instance ${sequenceelmid} to ${dnd_pos},将序列实例 ${Sequenceelmid} 的位置设置为 ${DND_POS},,GML Visual story text
GMStdSeqCreate_Story_1,Create ${sequenceid} at ${dnd_pos},在 ${dnd_pos} 创建 ${equenceid},,GML Visual story text
GMStdSeqCreate_Story_2,Create ${sequenceid} at ${dnd_pos} on ${applyto},在 ${applyto} 上的 ${dnd_pos} 创建 ${equenceid},,GML Visual story text
GMStdSeqCreate_Story_3,Create ${sequenceid} at ${dnd_pos} into ${var},在 ${dnd_pos} 将 ${equenceid} 创建到 ${var},,GML Visual story text
GMStdSeqCreate_Story_4,Create ${sequenceid} at ${dnd_pos} into ${var} on ${applyto},在 ${applyto} 上的 ${var} 中创建 ${Sequenceid}，位置为 ${dnd_pos},,GML Visual story text
GMStdSeqCreate_Story_5,Create ${sequenceid} at ${dnd_pos} into temp ${var},在 ${dnd_pos} 将 ${equenceid} 创建到临时 ${var},,GML Visual story text
GMStdSeqCreate_Story_6,Create ${sequenceid} at ${dnd_pos} into temp ${var} on ${applyto},在 ${applyto} 上的临时 ${var} 中创建 ${Sequenceid}，位置为 ${dnd_pos},,GML Visual story text
GMStdSeqGetPos_Story_1,Get position of sequence instance ${sequenceelmid} into ${varx} and ${vary},获取序列实例 ${equenceelmid} 在 ${varx} 和 ${Varie} 中的位置,,GML Visual story text
GMStdSeqGetPos_Story_2,Get position of sequence instance ${sequenceelmid} into temp ${varx} and ${vary},获取序列实例 ${equenceelmid} 在临时 ${varx} 和 ${Varie} 中的位置,,GML Visual story text
GMStdSeqGetPos_Story_3,Get position of sequence instance ${sequenceelmid} into ${varx} and temp ${vary},将序列实例 ${equenceelmid} 的位置获取到 ${varx} 和缓存 ${Varie} 中,,GML Visual story text
GMStdSeqGetPos_Story_4,Get position of sequence instance ${sequenceelmid} into temp ${varx} and temp ${vary},获取序列实例 ${equenceelmid} 在临时 ${varx} 和临时 ${Varie} 中的位置,,GML Visual story text
GMStdSeqGetLength_Story_1,Get length of sequence instance ${sequenceelmid} into ${var},将序列实例${sequenceelmid}的长度获取到${var},,GML Visual story text
GMStdSeqGetLength_Story_2,Get length of sequence instance ${sequenceelmid} into temp ${var},将序列实例${sequenceelmid}的长度获取到临时${var},,GML Visual story text
